               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  12,            0.061736,            0.083137,                   0,             0.79378,             0.21649,             0.71421,             0.63862,             0.05655,            0.063613,                   0,           0.0097822,           0.0097822,           0.0097822
                  13,            0.060224,             0.08573,                   0,             0.83264,             0.20324,             0.72286,             0.64042,            0.057464,            0.058204,                   0,           0.0097624,           0.0097624,           0.0097624
                  14,            0.060701,            0.069775,                   0,             0.85014,              0.2106,             0.74799,             0.65386,            0.055443,            0.057582,                   0,           0.0097426,           0.0097426,           0.0097426
                  15,            0.058214,            0.076697,                   0,              0.8925,             0.23417,             0.77746,             0.66326,            0.058218,            0.057198,                   0,           0.0097228,           0.0097228,           0.0097228
                  16,            0.056422,            0.082834,                   0,             0.89364,              0.2592,             0.78214,             0.66243,            0.051346,            0.061691,                   0,            0.009703,            0.009703,            0.009703
                  17,            0.056047,            0.076223,                   0,               0.852,             0.24153,             0.75672,             0.65587,            0.053684,            0.059037,                   0,           0.0096832,           0.0096832,           0.0096832
                  18,             0.05411,            0.073756,                   0,             0.92356,             0.26951,             0.81449,             0.67235,            0.058364,            0.056153,                   0,           0.0096634,           0.0096634,           0.0096634
                  19,            0.055891,            0.066196,                   0,             0.92416,             0.26362,             0.79918,             0.67167,            0.058339,            0.058027,                   0,           0.0096436,           0.0096436,           0.0096436
                  20,             0.05353,            0.070926,                   0,             0.85597,             0.22091,             0.74845,             0.65334,            0.055873,            0.057682,                   0,           0.0096238,           0.0096238,           0.0096238
                  21,            0.053037,            0.067765,                   0,             0.90817,             0.27688,             0.80997,             0.67201,            0.051919,            0.057069,                   0,            0.009604,            0.009604,            0.009604
                  22,            0.052512,            0.064127,                   0,             0.87096,             0.28424,             0.78731,             0.66254,            0.055761,            0.060781,                   0,           0.0095842,           0.0095842,           0.0095842
                  23,            0.050988,            0.065164,                   0,             0.83869,             0.25331,             0.76852,             0.66183,            0.053851,            0.057231,                   0,           0.0095644,           0.0095644,           0.0095644
                  24,             0.05353,            0.061827,                   0,             0.93815,             0.24448,             0.78511,             0.66826,            0.054553,            0.057442,                   0,           0.0095446,           0.0095446,           0.0095446
                  25,            0.052542,            0.065822,                   0,             0.85679,             0.30781,             0.78275,             0.66577,            0.051339,            0.059507,                   0,           0.0095248,           0.0095248,           0.0095248
